销售日期,单品编码,品类,正常销售量,正常售价中位数,正常销售额,正常销售成本额,最后销售时间,正常销量加权售价,当日批发价,单品加成率,折扣销售量,是否有折扣,折扣占比
2022-05-27,102900005116233,辣椒类,1.387,10.0,13.87,7.91977,2026-08-27 21:15:58.248,10.0,5.71,0.7513134851138354,0.0,否,0.0
2022-05-27,102900011000328,辣椒类,5.656,7.2,40.723200000000006,35.0672,2026-08-27 21:25:50.936,7.200000000000001,6.2,0.16129032258064524,0.0,否,0.0
2022-05-27,102900011016701,辣椒类,21.392,4.0,85.568,72.7328,2026-08-27 21:39:04.757,4.0,3.4,0.17647058823529416,0.0,否,0.0
2022-05-27,102900051004294,辣椒类,2.039,10.0,20.39,13.53896,2026-08-27 20:55:49.905,10.0,6.64,0.5060240963855422,0.0,否,0.0
2022-05-27,102900005115250,食用菌,8.308,19.8,164.4984,109.6656,2026-08-27 21:52:49.236,19.8,13.2,0.5000000000000002,0.0,否,0.0
2022-05-27,102900011013274,食用菌,2.0,4.9,9.8,4.7,2026-08-27 16:25:22.577,4.9,2.35,1.0851063829787235,0.0,否,0.0
2022-05-27,106949711300259,食用菌,8.0,2.9,23.2,15.76,2026-08-27 20:49:29.054,2.9,1.97,0.47208121827411165,0.0,否,0.0
2022-05-27,106971533455008,食用菌,1.0,3.9,3.9,1.58,2026-08-27 20:00:20.525,3.9,1.58,1.4683544303797467,0.0,否,0.0
2022-05-28,102900005116899,水生根茎类,5.413,10.0,54.13,38.10752,2026-08-27 17:21:13.221,10.0,7.04,0.4204545454545454,0.0,否,0.0
2022-05-28,102900005118824,水生根茎类,1.2730000000000001,19.8,25.2054,12.97187,2026-08-27 17:21:49.139,19.799999999999997,10.189999999999998,0.9430814524043181,0.0,否,0.0
2022-05-28,102900011007969,水生根茎类,0.368,12.0,4.416,2.2595199999999998,2026-08-27 10:46:27.000,12.000000000000002,6.14,0.9543973941368082,0.0,否,0.0
2022-05-28,102900051000944,水生根茎类,1.852,29.6,54.8192,44.448,2026-08-27 17:13:57.778,29.6,24.0,0.2333333333333334,0.0,否,0.0
2022-05-28,102900005115762,花叶类,12.651,4.0,50.604,27.832200000000004,2026-08-27 21:11:54.439,4.0,2.2,0.8181818181818181,0.0,否,0.0
2022-05-28,102900005115779,花叶类,19.433,6.0,116.598,66.46086,2026-08-27 20:45:42.762,6.0,3.42,0.7543859649122808,0.0,否,0.0
2022-05-28,102900005115786,花叶类,61.519,3.4,209.1646,137.80256000000003,2026-08-27 22:02:33.074,3.4000000000000004,2.2400000000000007,0.5178571428571426,0.0,否,0.0
2022-05-28,102900005115793,花叶类,1.963,14.0,27.482,15.5077,2026-08-27 13:02:36.155,13.999999999999998,7.8999999999999995,0.7721518987341771,0.0,否,0.0
2022-05-28,102900005115823,花叶类,7.957,6.0,47.742,25.939819999999997,2026-08-27 18:20:30.634,6.0,3.26,0.8404907975460123,0.0,否,0.0
2022-05-28,102900005115946,花叶类,10.062,8.0,80.496,40.449239999999996,2026-08-27 20:57:05.260,8.0,4.02,0.9900497512437814,0.0,否,0.0
2022-05-28,102900005115984,花叶类,10.304,6.0,61.824,36.064,2026-08-27 19:28:05.907,6.0,3.5,0.7142857142857142,0.0,否,0.0
2022-05-28,102900005118817,花叶类,8.231,10.0,82.31,52.925329999999995,2026-08-27 19:39:02.967,10.0,6.43,0.5552099533437014,0.0,否,0.0
2022-05-28,102900005119975,花叶类,14.805,6.0,88.83,65.7342,2026-08-27 20:31:05.170,6.0,4.44,0.3513513513513513,0.0,否,0.0
2022-05-28,102900011006948,花叶类,4.04,12.0,48.480000000000004,25.3712,2026-08-27 21:26:46.061,12.0,6.28,0.910828025477707,0.0,否,0.0
2022-05-28,102900011008164,花叶类,10.893,3.4,37.0362,17.428800000000003,2026-08-27 20:07:12.748,3.4,1.6,1.125,0.0,否,0.0
2022-05-28,102900011023464,花叶类,9.371,4.0,37.484,21.64701,2026-08-27 19:21:29.451,4.0,2.31,0.7316017316017316,0.0,否,0.0
2022-05-28,102900011034323,花叶类,0.495,19.8,9.801,7.7715,2026-08-27 21:20:48.764,19.8,15.7,0.2611464968152868,0.0,否,0.0
2022-05-28,102900011034354,花叶类,9.0,5.9,53.1,29.7,2026-08-27 21:20:18.355,5.9,3.3,0.7878787878787881,0.0,否,0.0
2022-05-28,102900051010455,花叶类,8.105,6.0,48.63,29.178,2026-08-27 19:29:18.922,6.0,3.6,0.6666666666666665,0.0,否,0.0
2022-05-28,102900005116714,花菜类,35.114,8.0,280.912,217.00451999999999,2026-08-27 21:20:17.747,8.0,6.18,0.2944983818770228,0.0,否,0.0
2022-05-28,102900005116257,茄类,35.839,6.0,215.034,173.81914999999998,2026-08-27 21:33:56.186,6.0,4.85,0.23711340206185572,0.0,否,0.0
2022-05-28,102900005116509,茄类,18.332,3.4,62.3288,38.13056,2026-08-27 21:20:29.031,3.4,2.08,0.6346153846153846,0.0,否,0.0
2022-05-28,102900011016909,茄类,0.276,12.0,3.3120000000000003,2.1914400000000005,2026-08-27 16:57:15.451,12.0,7.940000000000001,0.5113350125944582,0.0,否,0.0
2022-05-28,102900005116219,辣椒类,1.065,10.0,10.65,5.112,2026-08-27 21:34:06.045,10.0,4.800000000000001,1.083333333333333,0.0,否,0.0
2022-05-28,102900005116226,辣椒类,0.113,8.0,0.904,0.4294,2026-08-27 18:26:11.201,8.0,3.8,1.1052631578947367,0.0,否,0.0
2022-05-28,102900005116233,辣椒类,3.334,10.0,33.34,16.436619999999998,2026-08-27 20:56:34.728,10.0,4.929999999999999,1.0283975659229214,0.0,否,0.0
2022-05-28,102900011000328,辣椒类,8.883,7.2,63.9576,50.81076,2026-08-27 21:52:54.264,7.200000000000001,5.720000000000001,0.25874125874125875,0.0,否,0.0
2022-05-28,102900011016701,辣椒类,37.383,4.0,149.532,112.52283,2026-08-27 21:49:21.405,4.0,3.01,0.3289036544850499,0.0,否,0.0
2022-05-28,102900051004294,辣椒类,4.79,10.0,47.9,28.6921,2026-08-27 21:09:09.045,10.0,5.99,0.669449081803005,0.0,否,0.0
2022-05-28,102900005115250,食用菌,14.827,19.8,293.57460000000003,195.7164,2026-08-27 21:46:45.280,19.8,13.2,0.5000000000000002,0.0,否,0.0
2022-05-28,102900011013274,食用菌,1.0,4.9,4.9,2.35,2026-08-27 09:29:20.878,4.9,2.35,1.0851063829787235,0.0,否,0.0
2022-05-28,102900011034330,食用菌,9.0,5.9,53.1,32.31,2026-08-27 20:56:38.045,5.9,3.5900000000000003,0.6434540389972145,0.0,否,0.0
2022-05-28,106949711300259,食用菌,8.0,2.9,23.2,15.68,2026-08-27 21:13:52.436,2.9,1.96,0.47959183673469385,2.0,是,0.2
2022-05-28,106971533455008,食用菌,12.0,3.9,46.8,18.72,2026-08-27 09:54:11.349,3.9,1.5599999999999998,1.5,0.0,否,0.0
2022-05-29,102900005116899,水生根茎类,4.348,10.0,43.480000000000004,32.175200000000004,2026-08-27 18:38:48.778,10.000000000000002,7.400000000000001,0.3513513513513513,0.0,否,0.0
2022-05-29,102900005118824,水生根茎类,1.203,16.0,19.248,12.24654,2026-08-27 15:40:47.554,16.0,10.18,0.5717092337917486,0.0,否,0.0
2022-05-29,102900051000944,水生根茎类,1.8889999999999998,29.6,55.9144,45.336,2026-08-27 13:26:45.527,29.600000000000005,24.000000000000004,0.2333333333333334,0.0,否,0.0
2022-05-29,102900005115762,花叶类,20.937,4.0,83.748,49.411319999999996,2026-08-27 19:31:37.014,4.0,2.36,0.6949152542372883,0.0,否,0.0
2022-05-29,102900005115779,花叶类,17.636,6.0,105.816,61.726,2026-08-27 20:08:38.132,6.0,3.5,0.7142857142857142,0.0,否,0.0
2022-05-29,102900005115786,花叶类,45.862,3.4,155.9308,91.26538,2026-08-27 21:32:36.591,3.4,1.9899999999999998,0.7085427135678393,0.0,否,0.0
2022-05-29,102900005115793,花叶类,2.0780000000000003,14.0,29.092000000000002,16.4162,2026-08-27 19:31:30.049,14.0,7.899999999999999,0.7721518987341776,0.0,否,0.0
2022-05-29,102900005115823,花叶类,4.65,6.0,27.9,15.158999999999999,2026-08-27 18:26:58.743,5.999999999999999,3.2599999999999993,0.8404907975460123,0.0,否,0.0
2022-05-29,102900005115946,花叶类,7.4270000000000005,8.0,59.416000000000004,29.63373,2026-08-27 19:40:21.061,8.0,3.9899999999999998,1.0050125313283211,0.0,否,0.0
2022-05-29,102900005115984,花叶类,25.794,5.2,134.1288,83.57256000000001,2026-08-27 21:37:20.420,5.2,3.24,0.6049382716049383,0.0,否,0.0
2022-05-29,102900005118817,花叶类,5.39,10.0,53.9,34.7655,2026-08-27 19:28:18.264,10.0,6.450000000000001,0.5503875968992245,0.0,否,0.0
2022-05-29,102900005119975,花叶类,11.983,6.0,71.898,47.932,2026-08-27 18:50:05.005,5.999999999999999,4.0,0.4999999999999998,0.0,否,0.0
2022-05-29,102900011006948,花叶类,1.979,10.0,19.79,12.546859999999999,2026-08-27 18:57:51.608,9.999999999999998,6.339999999999999,0.5772870662460567,0.0,否,0.0
2022-05-29,102900011008164,花叶类,6.311,3.4,21.4574,10.0976,2026-08-27 19:39:56.496,3.4,1.6,1.125,0.0,否,0.0
2022-05-29,102900011023464,花叶类,9.02,4.0,36.08,20.385199999999998,2026-08-27 18:17:18.329,4.0,2.26,0.7699115044247788,0.0,否,0.0
2022-05-29,102900011034323,花叶类,0.708,19.8,14.018400000000002,11.12268,2026-08-27 17:34:11.552,19.800000000000004,15.710000000000003,0.26034373010821144,0.0,否,0.0
2022-05-29,102900011034354,花叶类,15.0,5.9,88.5,49.5,2026-08-27 21:10:06.384,5.9,3.3,0.7878787878787881,0.0,否,0.0
2022-05-29,102900051010455,花叶类,3.741,6.0,22.446,13.467600000000001,2026-08-27 19:06:41.061,6.0,3.6,0.6666666666666665,0.0,否,0.0
2022-05-29,102900005116714,花菜类,42.403,8.0,339.224,241.27307000000002,2026-08-27 21:34:22.201,8.0,5.69,0.4059753954305798,0.0,否,0.0
2022-05-29,102900005116257,茄类,35.176,6.0,211.05599999999998,135.4276,2026-08-27 21:01:08.554,5.999999999999999,3.85,0.5584415584415581,0.0,否,0.0
2022-05-29,102900005116509,茄类,8.871,3.4,30.1614,18.806520000000003,2026-08-27 20:43:27.523,3.4,2.12,0.6037735849056602,0.0,否,0.0
2022-05-29,102900011022764,茄类,11.619,10.0,116.19,68.20353,2026-08-27 20:31:14.108,10.0,5.87,0.7035775127768313,0.0,否,0.0
2022-05-29,102900005116219,辣椒类,0.5630000000000001,10.0,5.63,2.6629900000000006,2026-08-27 13:25:52.811,9.999999999999998,4.73,1.1141649048625788,0.0,否,0.0
2022-05-29,102900005116233,辣椒类,4.2780000000000005,10.0,42.78,20.66274,2026-08-27 21:04:42.782,10.0,4.829999999999999,1.0703933747412013,0.0,否,0.0
2022-05-29,102900011000328,辣椒类,14.055,7.2,101.196,67.04235,2026-08-27 21:08:11.520,7.2,4.7700000000000005,0.5094339622641508,0.0,否,0.0
2022-05-29,102900011016701,辣椒类,38.877,4.0,155.508,113.90961000000001,2026-08-27 21:54:26.872,4.0,2.93,0.3651877133105801,0.0,否,0.0
2022-05-29,102900051004294,辣椒类,4.748,12.0,56.976,26.92116,2026-08-27 19:31:30.662,12.0,5.67,1.1164021164021163,0.0,否,0.0
2022-05-29,102900005115250,食用菌,9.517,19.8,188.4366,125.6244,2026-08-27 20:11:48.670,19.8,13.2,0.5000000000000002,0.0,否,0.0
2022-05-29,102900011034330,食用菌,9.0,5.9,53.1,32.31,2026-08-27 19:17:37.284,5.9,3.5900000000000003,0.6434540389972145,0.0,否,0.0
2022-05-29,106949711300259,食用菌,15.0,2.9,43.5,29.4,2026-08-27 21:20:30.264,2.9,1.96,0.47959183673469385,0.0,否,0.0
2022-05-30,102900005116899,水生根茎类,2.456,11.2,27.507199999999997,18.174400000000002,2026-08-27 18:39:49.061,11.2,7.400000000000001,0.5135135135135132,0.0,否,0.0
2022-05-30,102900005118824,水生根茎类,2.482,16.0,39.712,25.24194,2026-08-27 18:29:11.045,16.0,10.169999999999998,0.5732546705998036,0.0,否,0.0
2022-05-30,102900011001691,水生根茎类,0.692,19.8,13.7016,9.46656,2026-08-27 18:39:33.639,19.8,13.68,0.44736842105263164,0.0,否,0.0
2022-05-30,102900051000944,水生根茎类,1.054,31.6,33.3064,25.296,2026-08-27 17:35:00.577,31.599999999999994,24.0,0.31666666666666643,0.0,否,0.0
2022-05-30,102900005115762,花叶类,13.988,2.6,36.3688,32.31228,2026-08-27 19:48:48.623,2.6,2.31,0.12554112554112562,0.0,否,0.0
2022-05-30,102900005115779,花叶类,15.99,6.0,95.94,55.1655,2026-08-27 21:50:22.920,6.0,3.45,0.7391304347826086,0.0,否,0.0
2022-05-30,102900005115786,花叶类,8.247,2.6,21.442200000000003,15.6693,2026-08-27 19:26:35.745,2.6000000000000005,1.9,0.3684210526315792,0.0,否,0.0
2022-05-30,102900005115793,花叶类,1.197,14.0,16.758,9.46827,2026-08-27 18:00:09.092,13.999999999999998,7.91,0.7699115044247784,0.0,否,0.0
2022-05-30,102900005115823,花叶类,3.155,6.0,18.93,10.2853,2026-08-27 19:27:06.591,6.0,3.2600000000000002,0.8404907975460121,0.0,否,0.0
2022-05-30,102900005115946,花叶类,2.602,8.0,20.816,9.73148,2026-08-27 19:00:52.983,8.0,3.7399999999999998,1.1390374331550803,0.0,否,0.0
2022-05-30,102900005115984,花叶类,11.881,5.2,61.7812,37.18753,2026-08-27 19:56:54.530,5.2,3.1300000000000003,0.6613418530351436,0.0,否,0.0
2022-05-30,102900005118817,花叶类,5.501,10.0,55.01,35.48145,2026-08-27 18:32:08.561,9.999999999999998,6.45,0.5503875968992245,0.0,否,0.0
2022-05-30,102900005119975,花叶类,4.431,6.0,26.586,17.724,2026-08-27 17:44:13.428,6.0,4.0,0.5,0.0,否,0.0
2022-05-30,102900011008164,花叶类,12.554,4.0,50.216,20.0864,2026-08-27 20:24:08.063,4.0,1.6,1.5,0.0,否,0.0
2022-05-30,102900011023464,花叶类,6.943,4.0,27.772,15.552320000000002,2026-08-27 19:14:37.128,4.0,2.24,0.7857142857142856,0.0,否,0.0
2022-05-30,102900011034323,花叶类,0.172,19.8,3.4055999999999997,2.7003999999999997,2026-08-27 10:23:04.434,19.8,15.7,0.2611464968152868,0.0,否,0.0
2022-05-30,102900011034354,花叶类,1.0,5.9,5.9,3.3,2026-08-27 09:57:48.463,5.9,3.3,0.7878787878787881,0.0,否,0.0
2022-05-30,102900051010455,花叶类,4.851,6.0,29.106,17.4636,2026-08-27 19:53:03.253,6.0,3.6,0.6666666666666665,0.0,否,0.0
2022-05-30,102900005116714,花菜类,24.336,8.0,194.688,138.47184000000001,2026-08-27 21:34:43.856,8.0,5.690000000000001,0.4059753954305796,0.0,否,0.0
2022-05-30,102900005116257,茄类,16.965,6.0,101.79,64.97595,2026-08-27 20:39:56.677,6.0,3.83,0.566579634464752,0.0,否,0.0
2022-05-30,102900005116509,茄类,8.126,3.4,27.6284,17.30838,2026-08-27 20:37:46.660,3.4,2.13,0.596244131455399,0.0,否,0.0
2022-05-30,102900011016909,茄类,0.527,12.0,6.324,4.17911,2026-08-27 14:13:07.159,12.0,7.929999999999999,0.5132408575031528,0.0,否,0.0
2022-05-30,102900005116219,辣椒类,0.478,8.0,3.824,2.08408,2026-08-27 18:39:15.670,8.0,4.36,0.8348623853211008,0.0,否,0.0
2022-05-30,102900005116233,辣椒类,1.131,8.0,9.048,5.23653,2026-08-27 20:57:46.045,8.0,4.63,0.7278617710583153,0.0,否,0.0
2022-05-30,102900011000328,辣椒类,12.237,6.0,73.422,58.98234,2026-08-27 21:31:22.686,6.0,4.82,0.24481327800829877,0.0,否,0.0
2022-05-30,102900011016701,辣椒类,16.242,4.0,64.968,39.30564,2026-08-27 18:48:52.033,4.0,2.4199999999999995,0.6528925619834713,0.0,否,0.0
2022-05-30,102900051004294,辣椒类,0.993,10.0,9.93,5.699820000000001,2026-08-27 21:32:37.112,10.0,5.740000000000001,0.7421602787456443,0.0,否,0.0
2022-05-30,102900005115250,食用菌,6.585,19.8,130.383,86.922,2026-08-27 21:30:56.092,19.8,13.2,0.5000000000000002,0.0,否,0.0
2022-05-30,102900011013274,食用菌,1.0,4.9,4.9,2.34,2026-08-27 15:50:12.936,4.9,2.34,1.0940170940170941,0.0,否,0.0
2022-05-30,106949711300259,食用菌,4.0,2.9,11.6,7.84,2026-08-27 18:25:45.090,2.9,1.96,0.47959183673469385,1.0,是,0.2
2022-05-30,106971533455008,食用菌,3.0,2.9,8.7,4.71,2026-08-27 10:44:12.514,2.9,1.57,0.8471337579617833,0.0,否,0.0
2022-05-31,102900005116899,水生根茎类,2.805,11.2,31.416,20.757,2026-08-27 17:29:30.179,11.2,7.4,0.5135135135135134,0.0,否,0.0
2022-05-31,102900005118824,水生根茎类,0.8330000000000001,16.0,13.328000000000001,8.47161,2026-08-27 18:56:24.968,16.0,10.17,0.5732546705998034,0.0,否,0.0
2022-05-31,102900051000944,水生根茎类,2.973,31.6,93.9468,70.43037000000001,2026-08-27 17:35:33.014,31.6,23.690000000000005,0.33389615871675793,0.0,否,0.0
2022-05-31,102900005115762,花叶类,5.979,2.6,15.5454,13.034220000000001,2026-08-27 18:40:14.506,2.6,2.18,0.19266055045871555,0.0,否,0.0
2022-05-31,102900005115779,花叶类,12.905,6.0,77.43,43.877,2026-08-27 20:07:44.842,6.000000000000001,3.4000000000000004,0.7647058823529413,0.0,否,0.0
2022-05-31,102900005115786,花叶类,19.503,2.6,50.707800000000006,33.1551,2026-08-27 18:22:49.811,2.6,1.7,0.5294117647058825,0.0,否,0.0
2022-05-31,102900005115793,花叶类,0.9169999999999999,14.0,12.837999999999997,7.25347,2026-08-27 20:05:16.100,13.999999999999998,7.910000000000001,0.7699115044247784,0.0,否,0.0
2022-05-31,102900005115823,花叶类,1.846,6.0,11.076,6.01796,2026-08-27 20:42:12.973,6.0,3.2600000000000002,0.8404907975460121,0.0,否,0.0
2022-05-31,102900005115946,花叶类,1.293,8.0,10.344,4.84875,2026-08-27 14:11:01.725,8.0,3.75,1.1333333333333333,0.0,否,0.0
2022-05-31,102900005115984,花叶类,9.013,5.2,46.8676,27.9403,2026-08-27 19:11:46.889,5.2,3.1,0.6774193548387097,0.0,否,0.0
2022-05-31,102900005118817,花叶类,4.457,10.0,44.57,28.747650000000004,2026-08-27 19:38:49.485,10.0,6.450000000000001,0.5503875968992245,0.0,否,0.0
2022-05-31,102900005119975,花叶类,5.721,6.0,34.326,22.884,2026-08-27 18:06:13.873,6.0,4.0,0.5,0.0,否,0.0
2022-05-31,102900011006948,花叶类,0.321,10.0,3.21,2.03835,2026-08-27 10:17:07.373,10.0,6.35,0.5748031496062993,0.0,否,0.0
2022-05-31,102900011008164,花叶类,7.425,4.0,29.7,14.552999999999999,2026-08-27 21:08:07.389,4.0,1.96,1.0408163265306123,0.0,否,0.0
2022-05-31,102900011023464,花叶类,7.2,4.0,28.8,16.128,2026-08-27 19:25:01.933,4.0,2.2399999999999998,0.7857142857142858,0.0,否,0.0
2022-05-31,102900011034354,花叶类,7.0,5.9,41.300000000000004,23.099999999999998,2026-08-27 20:51:47.060,5.9,3.3,0.7878787878787881,0.0,否,0.0
2022-05-31,102900051010455,花叶类,4.247,6.0,25.482,15.289200000000001,2026-08-27 21:26:27.903,6.0,3.6000000000000005,0.6666666666666665,0.0,否,0.0
2022-05-31,102900005116714,花菜类,15.854,8.0,126.832,90.20926,2026-08-27 21:33:03.102,8.0,5.69,0.4059753954305798,0.0,否,0.0
2022-05-31,102900005116257,茄类,9.279,6.0,55.674,35.53857,2026-08-27 22:02:18.508,6.0,3.83,0.566579634464752,0.0,否,0.0
2022-05-31,102900005116509,茄类,7.501,3.4,25.5034,15.977129999999999,2026-08-27 20:07:42.873,3.4,2.13,0.596244131455399,0.0,否,0.0
2022-05-31,102900011016909,茄类,0.903,12.0,10.836,7.1698200000000005,2026-08-27 14:02:20.451,12.0,7.94,0.5113350125944585,0.0,否,0.0
2022-05-31,102900011022764,茄类,0.427,8.0,3.416,2.2118599999999997,2026-08-27 21:12:33.812,8.0,5.18,0.5444015444015444,0.0,否,0.0
2022-05-31,102900005116219,辣椒类,0.9670000000000001,8.0,7.736000000000001,4.03239,2026-08-27 21:30:13.018,8.0,4.17,0.9184652278177459,0.0,否,0.0
2022-05-31,102900005116233,辣椒类,1.796,8.0,14.368,7.95628,2026-08-27 21:09:32.774,8.0,4.43,0.8058690744920995,0.0,否,0.0
2022-05-31,102900011000328,辣椒类,3.374,6.0,20.244,16.26268,2026-08-27 20:32:17.780,6.0,4.819999999999999,0.244813278008299,0.0,否,0.0
2022-05-31,102900011016701,辣椒类,28.341,4.0,113.364,63.767250000000004,2026-08-27 21:20:06.342,4.0,2.25,0.7777777777777777,0.0,否,0.0
2022-05-31,102900051004294,辣椒类,3.878,10.0,38.78,20.786080000000002,2026-08-27 21:05:23.935,10.0,5.36,0.8656716417910446,0.0,否,0.0
2022-05-31,102900005115250,食用菌,7.474,19.8,147.9852,98.65679999999999,2026-08-27 21:05:23.530,19.799999999999997,13.199999999999998,0.5,0.0,否,0.0
2022-05-31,102900011013274,食用菌,1.0,4.9,4.9,2.39,2026-08-27 11:03:49.972,4.9,2.39,1.0502092050209204,0.0,否,0.0
2022-05-31,102900011034330,食用菌,9.0,5.9,53.1,32.31,2026-08-27 20:10:42.721,5.9,3.5900000000000003,0.6434540389972145,0.0,否,0.0
2022-05-31,106949711300259,食用菌,11.0,2.9,31.9,21.669999999999998,2026-08-27 19:58:26.811,2.9,1.9699999999999998,0.47208121827411187,4.0,是,0.26666666666666666
2022-05-31,106971533455008,食用菌,7.0,2.9,20.3,10.92,2026-08-27 20:11:05.154,2.9,1.56,0.8589743589743588,0.0,否,0.0
2022-06-01,102900005116899,水生根茎类,1.954,11.2,21.8848,14.459600000000002,2026-08-27 10:55:50.498,11.2,7.400000000000001,0.5135135135135132,0.0,否,0.0
2022-06-01,102900005118824,水生根茎类,0.201,16.0,3.216,2.0301,2026-08-27 10:40:37.337,16.0,10.1,0.5841584158415842,0.0,否,0.0
2022-06-01,102900051000944,水生根茎类,2.929,31.6,92.5564,67.367,2026-08-27 17:34:35.222,31.6,23.000000000000004,0.3739130434782607,0.0,否,0.0
2022-06-01,102900005115762,花叶类,9.888,2.6,25.7088,20.56704,2026-08-27 19:33:31.248,2.6,2.08,0.25,0.0,否,0.0
2022-06-01,102900005115779,花叶类,10.959,6.0,65.754,37.2606,2026-08-27 19:17:57.304,6.000000000000001,3.4,0.7647058823529416,0.0,否,0.0
2022-06-01,102900005115786,花叶类,20.988,2.6,54.5688,33.16104,2026-08-27 20:49:21.749,2.6,1.58,0.6455696202531644,0.0,否,0.0
2022-06-01,102900005115793,花叶类,0.997,14.0,13.958,7.88627,2026-08-27 16:18:26.495,14.0,7.909999999999999,0.7699115044247788,0.0,否,0.0
2022-06-01,102900005115823,花叶类,2.282,6.0,13.692,7.5306,2026-08-27 22:04:48.310,6.0,3.3,0.8181818181818183,0.0,否,0.0
2022-06-01,102900005115946,花叶类,0.6779999999999999,8.0,5.4239999999999995,2.5899599999999996,2026-08-27 16:31:36.440,8.0,3.82,1.094240837696335,0.0,否,0.0
2022-06-01,102900005115984,花叶类,5.35,5.2,27.82,16.585,2026-08-27 20:11:43.651,5.2,3.1000000000000005,0.6774193548387095,0.0,否,0.0
2022-06-01,102900005118817,花叶类,5.371,10.0,53.71,35.82457,2026-08-27 20:26:48.139,10.0,6.67,0.4992503748125938,0.0,否,0.0
2022-06-01,102900005119975,花叶类,5.287,6.0,31.722,20.19634,2026-08-27 17:22:04.717,6.0,3.82,0.5706806282722514,0.0,否,0.0
2022-06-01,102900011006948,花叶类,1.756,10.0,17.56,11.150599999999999,2026-08-27 14:41:48.054,10.0,6.35,0.5748031496062993,0.0,否,0.0
2022-06-01,102900011008164,花叶类,14.692,2.6,38.199200000000005,31.44088,2026-08-27 21:04:05.020,2.6,2.14,0.2149532710280373,0.0,否,0.0
2022-06-01,102900011023464,花叶类,5.506,4.0,22.024,12.27838,2026-08-27 15:22:38.063,4.0,2.23,0.7937219730941705,0.0,否,0.0
2022-06-01,102900011026618,花叶类,0.636,6.0,3.8160000000000003,1.5327600000000001,2026-08-27 19:49:44.717,6.0,2.41,1.4896265560165975,0.0,否,0.0
2022-06-01,102900011034323,花叶类,0.48,10.0,4.800000000000001,7.540800000000001,2026-08-27 22:02:25.565,10.000000000000002,15.710000000000003,-0.3634627625716105,0.0,否,0.0
2022-06-01,102900011034354,花叶类,3.0,5.9,17.700000000000003,9.899999999999999,2026-08-27 15:34:23.576,5.900000000000001,3.2999999999999994,0.7878787878787885,0.0,否,0.0
2022-06-01,102900051010455,花叶类,2.618,6.0,15.708,9.424800000000001,2026-08-27 16:28:15.998,6.0,3.6000000000000005,0.6666666666666665,0.0,否,0.0
2022-06-01,102900005116714,花菜类,22.234,8.0,177.872,127.17848,2026-08-27 21:24:00.121,8.0,5.719999999999999,0.398601398601399,0.0,否,0.0
2022-06-01,102900005116257,茄类,9.65,6.0,57.9,36.284,2026-08-27 21:24:01.756,6.0,3.76,0.595744680851064,0.0,否,0.0
2022-06-01,102900005116509,茄类,5.609,3.0,16.826999999999998,11.94717,2026-08-27 20:09:08.125,2.9999999999999996,2.13,0.408450704225352,0.0,否,0.0
2022-06-01,102900011022764,茄类,5.846,10.0,58.46,30.22382,2026-08-27 21:39:59.905,10.0,5.17,0.9342359767891684,0.0,否,0.0
2022-06-01,102900005116219,辣椒类,0.45199999999999996,8.0,3.6159999999999997,1.61816,2026-08-27 15:23:14.095,8.0,3.5800000000000005,1.2346368715083798,0.0,否,0.0
2022-06-01,102900005116233,辣椒类,2.072,8.0,16.576,8.930319999999998,2026-08-27 20:29:47.603,8.0,4.309999999999999,0.8561484918793509,0.0,否,0.0
2022-06-01,102900011000328,辣椒类,19.653,7.2,141.5016,88.83156,2026-08-27 21:53:30.045,7.2,4.5200000000000005,0.5929203539823007,0.0,否,0.0
2022-06-01,102900011016701,辣椒类,19.524,4.0,78.096,42.75756,2026-08-27 21:57:24.173,4.0,2.19,0.8264840182648403,0.0,否,0.0
2022-06-01,102900051004294,辣椒类,2.017,10.0,20.169999999999998,10.64976,2026-08-27 18:22:02.470,10.0,5.28,0.8939393939393938,0.0,否,0.0
2022-06-01,102900005115250,食用菌,9.603,19.8,190.13940000000002,126.75959999999999,2026-08-27 21:53:39.873,19.800000000000004,13.2,0.5000000000000004,0.0,否,0.0
2022-06-01,102900011013274,食用菌,1.0,4.9,4.9,2.35,2026-08-27 18:23:23.126,4.9,2.35,1.0851063829787235,0.0,否,0.0
2022-06-01,102900011034330,食用菌,8.0,5.9,47.2,28.56,2026-08-27 21:36:39.873,5.9,3.57,0.6526610644257704,0.0,否,0.0
2022-06-01,106949711300259,食用菌,11.0,2.9,31.9,21.56,2026-08-27 19:40:31.123,2.9,1.96,0.47959183673469385,0.0,否,0.0
2022-06-01,106971533455008,食用菌,6.0,2.9,17.4,9.3,2026-08-27 19:49:31.936,2.9,1.55,0.8709677419354838,0.0,否,0.0
2022-06-02,102900005116899,水生根茎类,3.414,11.2,38.236799999999995,25.2636,2026-08-27 16:23:22.655,11.199999999999998,7.3999999999999995,0.5135135135135134,0.0,否,0.0
2022-06-02,102900005118824,水生根茎类,2.6879999999999997,16.0,43.007999999999996,24.54144,2026-08-27 17:09:29.577,16.0,9.13,0.7524644030668126,0.0,否,0.0
2022-06-02,102900011001691,水生根茎类,0.242,19.8,4.7916,3.3105599999999997,2026-08-27 19:39:37.905,19.8,13.68,0.44736842105263164,0.0,否,0.0
