销售日期,品类,折扣销售量,折扣销售额,折扣交易条数,折扣单品数,折扣同日正常价匹配条数,折扣价比中位数,折扣价比加权,折扣晚于19点占比,折扣同日正常价匹配率
2022-08-14,水生根茎类,0.54,5.832000000000001,2,1,2,0.6000000000000001,0.6000000000000001,1.0,1.0
2022-08-14,花叶类,19.718,49.5987,22,9,22,0.5955056179775281,0.5955056179775281,0.8181818181818182,1.0
2022-08-14,花菜类,5.811,30.7983,9,1,9,0.6022727272727272,0.6022727272727272,1.0,1.0
2022-08-14,茄类,0.61,4.026,1,1,1,0.6,0.6,1.0,1.0
2022-08-14,辣椒类,25.925,85.886,30,9,25,0.5862068965517241,0.5862068965517241,0.8666666666666667,0.8333333333333334
2022-08-14,食用菌,28.969,112.238,54,5,54,0.6,0.6,0.9629629629629629,1.0
2022-08-15,水生根茎类,2.2119999999999997,23.8896,6,1,6,0.6000000000000001,0.6000000000000001,0.8333333333333334,1.0
2022-08-15,花叶类,45.0,111.3,45,8,45,0.5862068965517241,0.5862068965517241,1.0,1.0
2022-08-15,花菜类,6.849,36.2997,11,1,11,0.6022727272727272,0.6022727272727272,1.0,1.0
2022-08-15,辣椒类,23.324,74.2341,25,9,23,0.5897435897435898,0.5897435897435898,0.64,0.92
2022-08-15,食用菌,22.546,99.1872,43,6,43,0.6,0.6,0.9534883720930233,1.0
2022-08-16,水生根茎类,1.287,13.8996,5,1,5,0.6000000000000001,0.6000000000000001,1.0,1.0
2022-08-16,花叶类,47.609,110.2495,49,9,49,0.5862068965517241,0.5862068965517241,1.0,1.0
2022-08-16,辣椒类,23.555,107.291,31,9,31,0.5897435897435898,0.5897435897435898,0.3225806451612903,1.0
2022-08-17,水生根茎类,1.911,20.638800000000003,7,1,7,0.6000000000000001,0.6000000000000001,1.0,1.0
2022-08-17,花叶类,70.06700000000001,166.0447,75,12,75,0.5897435897435898,0.5897435897435898,0.9466666666666667,1.0
2022-08-17,花菜类,4.796,27.4689,8,1,8,0.6931818181818181,0.6931818181818181,0.875,1.0
2022-08-17,茄类,0.856,5.6495999999999995,1,1,1,0.6,0.6,1.0,1.0
2022-08-17,辣椒类,29.882,112.0783,32,10,32,0.6923076923076924,0.6923076923076924,0.65625,1.0
2022-08-17,食用菌,26.496,113.6857,42,7,40,0.7000000000000001,0.7000000000000001,0.9285714285714286,0.9523809523809523
2022-08-18,水生根茎类,2.6830000000000003,29.5058,7,2,7,0.7,0.7,1.0,1.0
2022-08-18,花叶类,18.044,86.82000000000001,25,7,25,0.6956521739130436,0.6956521739130436,0.64,1.0
2022-08-18,花菜类,1.175,6.8299,2,1,2,0.6477272727272727,0.6477272727272727,0.5,1.0
2022-08-18,辣椒类,44.141,171.5334,50,12,50,0.6923076923076924,0.6923076923076924,0.4,1.0
2022-08-18,食用菌,26.551,96.9968,31,6,31,0.6949152542372881,0.6949152542372881,0.6774193548387096,1.0
2022-08-19,水生根茎类,3.3289999999999997,29.0454,4,2,4,0.7033898305084746,0.7033898305084746,0.5,1.0
2022-08-19,辣椒类,10.1,61.9285,14,7,14,0.6923076923076924,0.6923076923076924,0.07142857142857142,1.0
2022-08-20,水生根茎类,1.443,18.1818,6,1,6,0.7,0.7,1.0,1.0
2022-08-20,花叶类,27.0,80.9,27,4,27,0.7948717948717949,0.7948717948717949,1.0,1.0
2022-08-20,辣椒类,14.743,45.941700000000004,16,5,16,0.6930926216640503,0.6930926216640503,1.0,1.0
2022-08-20,食用菌,4.625,30.976699999999997,10,5,10,0.699074074074074,0.699074074074074,1.0,1.0
2022-08-21,水生根茎类,0.206,2.5955999999999997,1,1,1,0.7,0.7,1.0,1.0
2022-08-21,花叶类,80.0,207.10000000000002,80,6,80,0.6923076923076924,0.6923076923076924,0.95,1.0
2022-08-21,茄类,1.0,8.4,1,1,1,0.7636363636363637,0.7636363636363637,0.0,1.0
2022-08-21,辣椒类,4.566,18.1164,5,4,5,0.6896551724137931,0.6896551724137931,1.0,1.0
2022-08-21,食用菌,14.189,71.96170000000001,27,6,26,0.7000000000000001,0.7000000000000001,0.9259259259259259,0.9629629629629629
2022-08-22,水生根茎类,2.3400000000000003,25.272000000000002,10,1,10,0.6000000000000001,0.6000000000000001,1.0,1.0
2022-08-22,花叶类,78.0,185.8,78,10,78,0.5918367346938775,0.5918367346938775,0.9487179487179487,1.0
2022-08-22,辣椒类,10.237,27.7943,11,6,11,0.6923076923076924,0.6923076923076924,0.36363636363636365,1.0
2022-08-22,食用菌,16.923000000000002,90.52629999999999,32,6,32,0.7,0.7,0.75,1.0
2022-08-23,水生根茎类,1.281,16.1406,6,1,6,0.7,0.7,1.0,1.0
2022-08-23,花叶类,67.277,155.5728,68,9,64,0.5897435897435898,0.5897435897435898,0.9411764705882353,0.9411764705882353
2022-08-23,辣椒类,12.683,52.175200000000004,15,7,13,0.6923076923076924,0.6923076923076924,0.3333333333333333,0.8666666666666667
2022-08-23,食用菌,15.419,89.0617,33,6,33,0.7,0.7,0.5454545454545454,1.0
2022-08-24,水生根茎类,2.997,37.7622,14,1,14,0.7,0.7,0.9285714285714286,1.0
2022-08-24,花叶类,68.806,176.7075,72,12,72,0.5918367346938775,0.5918367346938775,0.8611111111111112,1.0
2022-08-24,花菜类,3.4480000000000004,18.2744,5,1,5,0.6022727272727272,0.6022727272727272,1.0,1.0
2022-08-24,辣椒类,20.954,68.9916,22,9,21,0.6923076923076924,0.6923076923076924,0.7272727272727273,0.9545454545454546
2022-08-24,食用菌,22.326,106.3192,41,7,41,0.7000000000000001,0.7000000000000001,0.8536585365853658,1.0
2022-08-25,水生根茎类,1.798,22.6548,5,1,5,0.7,0.7,0.4,1.0
2022-08-25,花叶类,20.0,34.0,20,6,20,0.5789473684210527,0.5789473684210527,0.85,1.0
2022-08-25,辣椒类,14.242,42.0798,15,5,15,0.6896551724137931,0.6896551724137931,0.26666666666666666,1.0
2022-08-25,食用菌,0.629,9.0905,3,1,3,0.699074074074074,0.699074074074074,0.6666666666666666,1.0
2022-08-26,水生根茎类,1.744,21.9744,8,1,8,0.7,0.7,1.0,1.0
2022-08-26,花叶类,52.678,131.086,58,10,58,0.5978260869565218,0.5978260869565218,0.9482758620689655,1.0
2022-08-26,花菜类,2.192,11.6176,3,1,3,0.6022727272727272,0.6022727272727272,1.0,1.0
2022-08-26,辣椒类,24.492,79.0468,27,11,26,0.5932203389830508,0.5932203389830508,0.9259259259259259,0.9629629629629629
2022-08-26,食用菌,25.977,113.773,49,6,40,0.6,0.6,0.8979591836734694,0.8163265306122449
2022-08-27,水生根茎类,1.097,13.822199999999999,4,1,4,0.7,0.7,0.5,1.0
2022-08-27,花叶类,36.51,93.3399,47,9,47,0.5978260869565218,0.5978260869565218,0.851063829787234,1.0
2022-08-27,茄类,5.425,29.2106,14,2,14,0.6,0.6,1.0,1.0
2022-08-27,辣椒类,22.561,77.7339,28,7,28,0.5084745762711864,0.5084745762711864,0.7857142857142857,1.0
2022-08-27,食用菌,7.79,36.9036,14,4,14,0.6,0.6,1.0,1.0
2022-08-28,水生根茎类,0.529,5.7132000000000005,2,1,2,0.6000000000000001,0.6000000000000001,1.0,1.0
2022-08-28,花叶类,4.606,12.571200000000001,6,4,6,0.6448275862068966,0.6448275862068966,0.3333333333333333,1.0
2022-08-28,茄类,1.137,5.509799999999999,3,2,3,0.5,0.5,0.6666666666666666,1.0
2022-08-28,辣椒类,45.926,120.21940000000001,51,9,51,0.5128205128205129,0.5128205128205129,0.49019607843137253,1.0
2022-08-28,食用菌,8.0,17.2,8,3,8,0.5879752431476569,0.5879752431476569,1.0,1.0
2022-08-29,水生根茎类,1.0,7.6,1,1,1,0.7037037037037036,0.7037037037037036,1.0,1.0
2022-08-29,花叶类,12.932,36.326,15,5,15,0.5978260869565218,0.5978260869565218,1.0,1.0
2022-08-29,花菜类,0.331,1.7543,1,1,1,0.6022727272727272,0.6022727272727272,1.0,1.0
2022-08-29,茄类,0.474,3.1283999999999996,1,1,1,0.6,0.6,0.0,1.0
2022-08-29,辣椒类,23.656,75.7064,27,11,26,0.5925285368384642,0.5925285368384642,0.6666666666666666,0.9629629629629629
2022-08-29,食用菌,17.097,52.925,24,6,24,0.6,0.6,1.0,1.0
2022-08-30,花叶类,12.0,29.3,12,4,12,0.6923076923076924,0.6923076923076924,0.9166666666666666,1.0
2022-08-30,茄类,0.419,2.7653999999999996,1,1,1,0.6,0.6,0.0,1.0
2022-08-30,辣椒类,24.384,90.5696,30,6,27,0.601010101010101,0.601010101010101,0.7333333333333333,0.9
2022-08-30,食用菌,3.263,20.6844,11,3,11,0.7000000000000001,0.7000000000000001,0.5454545454545454,1.0
2022-08-31,花叶类,39.0,102.5,39,8,39,0.6,0.6,1.0,1.0
2022-08-31,辣椒类,14.565999999999999,52.3354,18,6,18,0.5966101694915253,0.5966101694915253,0.7777777777777778,1.0
2022-08-31,食用菌,11.386,60.6108,25,3,25,0.6,0.6,1.0,1.0
2022-09-01,水生根茎类,4.777,54.6083,11,2,11,0.693798449612403,0.693798449612403,0.8181818181818182,1.0
2022-09-01,花叶类,40.0,121.3,40,8,40,0.6923076923076924,0.6923076923076924,1.0,1.0
2022-09-01,茄类,1.326,4.7736,2,1,0,,,0.0,0.0
2022-09-01,辣椒类,12.581,34.8299,14,6,14,0.5964234178519893,0.5964234178519893,1.0,1.0
2022-09-01,食用菌,2.144,18.2152,7,3,7,0.5968992248062015,0.5968992248062015,0.8571428571428571,1.0
2022-09-02,水生根茎类,4.519,55.0951,13,2,13,0.5968992248062015,0.5968992248062015,0.9230769230769231,1.0
2022-09-02,花叶类,60.499,168.1936,66,12,66,0.6923076923076924,0.6923076923076924,0.8939393939393939,1.0
2022-09-02,辣椒类,22.278,68.1862,25,10,22,0.5907901622187337,0.5907901622187337,0.52,0.88
2022-09-02,食用菌,17.773,85.2294,36,5,36,0.6,0.6,1.0,1.0
2022-09-03,水生根茎类,2.205,33.957,10,1,10,0.5968992248062015,0.5968992248062015,1.0,1.0
2022-09-03,花叶类,86.098,250.339,91,9,91,0.5932203389830508,0.5932203389830508,0.9010989010989011,1.0
2022-09-03,花菜类,3.561,29.9124,5,1,5,0.6,0.6,1.0,1.0
2022-09-03,辣椒类,21.681,70.9644,25,10,25,0.5932203389830508,0.5932203389830508,0.72,1.0
2022-09-03,食用菌,25.142,103.824,35,5,35,0.5942028985507245,0.5942028985507245,1.0,1.0
2022-09-04,水生根茎类,2.693,41.4722,13,1,13,0.5968992248062015,0.5968992248062015,0.6153846153846154,1.0
2022-09-04,花叶类,82.638,225.1689,92,12,92,0.596665852467025,0.596665852467025,0.9782608695652174,1.0
2022-09-04,花菜类,4.1770000000000005,29.9712,7,1,7,0.5,0.5,1.0,1.0
2022-09-04,辣椒类,30.298,87.5462,32,8,32,0.5932203389830508,0.5932203389830508,0.96875,1.0
2022-09-04,食用菌,14.821,73.3758,26,6,26,0.6,0.6,1.0,1.0
2022-09-05,水生根茎类,0.993,15.292200000000001,5,1,5,0.5968992248062015,0.5968992248062015,1.0,1.0
2022-09-05,花叶类,83.433,286.0791,93,11,93,0.5978260869565218,0.5978260869565218,0.7849462365591398,1.0
2022-09-05,花菜类,2.8160000000000003,21.3472,5,1,5,0.5,0.5,0.8,1.0
2022-09-05,茄类,0.883,5.8278,2,1,2,0.6,0.6,1.0,1.0
2022-09-05,辣椒类,27.858,76.5102,29,9,26,0.5918367346938775,0.5918367346938775,1.0,0.896551724137931
2022-09-05,食用菌,6.926,32.6696,13,4,12,0.6,0.6,1.0,0.9230769230769231
2022-09-06,水生根茎类,6.807,95.9278,31,2,31,0.5968992248062015,0.5968992248062015,0.7419354838709677,1.0
2022-09-06,花叶类,71.644,266.9945,74,9,74,0.6,0.6,0.9324324324324325,1.0
2022-09-06,花菜类,6.024,47.5524,10,1,10,0.6,0.6,1.0,1.0
2022-09-06,茄类,1.119,8.728200000000001,3,1,3,0.6,0.6,0.0,1.0
2022-09-06,辣椒类,16.278,50.9082,19,9,15,0.5918367346938775,0.5918367346938775,0.8947368421052632,0.7894736842105263
2022-09-06,食用菌,12.715,71.3798,23,6,23,0.6,0.6,1.0,1.0
2022-09-07,水生根茎类,8.979,102.67660000000001,23,2,23,0.5968992248062015,0.5968992248062015,0.8260869565217391,1.0
2022-09-07,花叶类,56.0,197.79999999999998,56,7,56,0.5932203389830508,0.5932203389830508,0.9107142857142857,1.0
2022-09-07,花菜类,3.1950000000000003,26.838,5,2,5,0.6,0.6,1.0,1.0
2022-09-07,辣椒类,7.46,28.374,8,4,8,0.5932203389830508,0.5932203389830508,1.0,1.0
2022-09-07,食用菌,10.256,88.9727,27,5,27,0.6,0.6,0.7777777777777778,1.0
2022-09-08,水生根茎类,6.791,86.9798,22,2,22,0.6013513513513513,0.6013513513513513,0.8181818181818182,1.0
2022-09-08,花叶类,45.332,162.792,47,9,47,0.6,0.6,0.9148936170212766,1.0
2022-09-08,花菜类,1.053,8.845200000000002,2,1,2,0.6,0.6,1.0,1.0
2022-09-08,辣椒类,10.803,37.7557,12,5,12,0.5914819643633202,0.5914819643633202,0.8333333333333334,1.0
2022-09-08,食用菌,27.71,160.279,49,7,49,0.6,0.6,0.9387755102040817,1.0
2022-09-09,水生根茎类,16.389,133.5242,25,2,25,0.6018518518518519,0.6018518518518519,0.4,1.0
2022-09-09,花叶类,99.0,368.8,99,8,99,0.6000000000000001,0.6000000000000001,0.9393939393939394,1.0
2022-09-09,辣椒类,23.975,105.936,28,9,27,0.693877551020408,0.693877551020408,0.6785714285714286,0.9642857142857143
2022-09-09,食用菌,33.052,186.25199999999998,51,7,51,0.5968992248062015,0.5968992248062015,0.8235294117647058,1.0
2022-09-10,花叶类,20.0,71.7,20,5,20,0.5942028985507245,0.5942028985507245,1.0,1.0
2022-09-10,辣椒类,4.0,8.4,4,1,4,0.6,0.6,1.0,1.0
2022-09-10,食用菌,8.794,45.182,12,5,12,0.5948542582641263,0.5948542582641263,1.0,1.0
2022-09-11,水生根茎类,1.881,33.4818,10,1,10,0.6013513513513513,0.6013513513513513,1.0,1.0
2022-09-11,花叶类,61.622,236.632,63,9,63,0.6000000000000001,0.6000000000000001,0.9841269841269841,1.0
2022-09-11,花菜类,5.969,50.1396,13,1,13,0.6,0.6,1.0,1.0
2022-09-11,辣椒类,0.505,6.009500000000001,2,1,2,0.601010101010101,0.601010101010101,1.0,1.0
2022-09-11,食用菌,15.156,93.21600000000001,32,5,32,0.6,0.6,0.90625,1.0
2022-09-12,水生根茎类,4.522,59.6954,15,3,15,0.6013513513513513,0.6013513513513513,0.6666666666666666,1.0
2022-09-12,花叶类,53.812,198.272,56,11,56,0.5942028985507245,0.5942028985507245,0.9821428571428571,1.0
2022-09-12,花菜类,5.544,46.5696,13,1,13,0.6,0.6,0.9230769230769231,1.0
2022-09-12,辣椒类,1.0,2.3,1,1,1,0.5897435897435898,0.5897435897435898,0.0,1.0
2022-09-12,食用菌,7.0,28.1,7,2,7,0.5932203389830508,0.5932203389830508,1.0,1.0
2022-09-13,水生根茎类,8.517,83.8026,16,2,16,0.6013513513513513,0.6013513513513513,0.75,1.0
2022-09-13,花叶类,64.044,251.3345,68,11,68,0.5948542582641263,0.5948542582641263,0.9558823529411765,1.0
2022-09-13,花菜类,4.062,30.139200000000002,9,1,9,0.5,0.5,0.6666666666666666,1.0
2022-09-13,辣椒类,9.298,26.246199999999998,10,4,10,0.5914819643633202,0.5914819643633202,0.8,1.0
2022-09-13,食用菌,22.015,98.4014,33,7,33,0.5968992248062015,0.5968992248062015,0.9696969696969697,1.0
2022-09-14,水生根茎类,4.284,42.355199999999996,9,2,9,0.6013513513513513,0.6013513513513513,0.6666666666666666,1.0
2022-09-14,花叶类,55.0,201.6,55,8,55,0.5942028985507245,0.5942028985507245,0.8909090909090909,1.0
2022-09-14,花菜类,7.921,71.31880000000001,18,1,18,0.6,0.6,0.9444444444444444,1.0
2022-09-14,辣椒类,7.0489999999999995,26.151600000000002,11,5,10,0.6,0.6,0.7272727272727273,0.9090909090909091
2022-09-14,食用菌,17.005,91.7453,30,5,29,0.5932203389830508,0.5932203389830508,1.0,0.9666666666666667
2022-09-15,水生根茎类,7.723,103.5694,23,2,23,0.6013513513513513,0.6013513513513513,0.782608695652174,1.0
2022-09-15,花叶类,83.0,291.9,83,7,83,0.6,0.6,0.891566265060241,1.0
2022-09-15,花菜类,5.882,49.4088,15,1,15,0.6,0.6,0.8666666666666667,1.0
2022-09-15,辣椒类,0.754,8.9726,3,1,3,0.601010101010101,0.601010101010101,1.0,1.0
2022-09-15,食用菌,12.678,43.1267,15,3,15,0.6,0.6,0.9333333333333333,1.0
2022-09-16,水生根茎类,13.84,123.1858,26,3,26,0.6013513513513513,0.6013513513513513,0.6153846153846154,1.0
2022-09-16,花叶类,63.673,236.838,65,11,65,0.5942028985507245,0.5942028985507245,0.8769230769230769,1.0
2022-09-16,花菜类,4.07,26.862,10,1,10,0.6,0.6,1.0,1.0
2022-09-16,辣椒类,17.662,63.7108,20,7,20,0.5989546629081512,0.5989546629081512,0.8,1.0
2022-09-16,食用菌,41.306,188.63479999999998,57,8,57,0.5932203389830508,0.5932203389830508,0.7192982456140351,1.0
2022-09-17,水生根茎类,7.255,67.3938,14,3,14,0.6013513513513513,0.6013513513513513,1.0,1.0
2022-09-17,花叶类,88.211,308.166,89,8,89,0.6000000000000001,0.6000000000000001,0.7752808988764045,1.0
2022-09-17,花菜类,7.036,46.437599999999996,17,1,17,0.6,0.6,0.6470588235294118,1.0
2022-09-17,辣椒类,17.374,48.9506,18,5,18,0.6000000000000001,0.6000000000000001,0.9444444444444444,1.0
2022-09-17,食用菌,5.107,39.439,12,5,12,0.5968992248062015,0.5968992248062015,1.0,1.0
2022-09-18,水生根茎类,4.041,43.773700000000005,9,2,9,0.6013513513513513,0.6013513513513513,1.0,1.0
2022-09-18,花叶类,69.239,240.7693,72,11,70,0.5942028985507245,0.5942028985507245,0.9027777777777778,0.9722222222222222
2022-09-18,辣椒类,23.313,63.624700000000004,25,7,25,0.6,0.6,0.8,1.0
2022-09-18,食用菌,10.12,83.1136,25,5,25,0.5968992248062015,0.5968992248062015,1.0,1.0
2022-09-19,水生根茎类,1.8519999999999999,8.334,3,1,3,0.5921052631578948,0.5921052631578948,0.0,1.0
2022-09-19,花叶类,60.899,203.1784,71,9,71,0.6,0.6,0.6619718309859155,1.0
2022-09-19,花菜类,1.56,10.296,3,1,3,0.6,0.6,0.3333333333333333,1.0
2022-09-19,辣椒类,8.0,20.6,8,5,7,0.6,0.6,0.75,0.875
2022-09-19,食用菌,10.454,32.1756,11,3,11,0.5932203389830508,0.5932203389830508,1.0,1.0
2022-09-20,花叶类,83.906,249.6638,91,10,91,0.6,0.6,0.6813186813186813,1.0
2022-09-20,花菜类,4.147,20.735,11,1,11,0.5,0.5,0.6363636363636364,1.0
2022-09-20,辣椒类,4.0,9.6,4,3,4,0.5907901622187337,0.5907901622187337,1.0,1.0
2022-09-20,食用菌,20.695,90.455,26,4,26,0.6,0.6,0.8076923076923077,1.0
2022-09-21,水生根茎类,5.17,69.426,15,2,15,0.6013513513513513,0.6013513513513513,0.8666666666666667,1.0
2022-09-21,花叶类,50.917,192.2257,66,11,66,0.6,0.6,0.8484848484848485,1.0
2022-09-21,辣椒类,10.0,30.400000000000002,10,3,10,0.5966101694915255,0.5966101694915255,1.0,1.0
2022-09-21,食用菌,9.486,49.6482,15,4,15,0.6,0.6,1.0,1.0
2022-09-22,水生根茎类,2.488,32.9864,7,2,7,0.6013513513513513,0.6013513513513513,0.7142857142857143,1.0
2022-09-22,花叶类,73.519,202.0106,83,12,83,0.5932203389830508,0.5932203389830508,0.9036144578313253,1.0
2022-09-22,花菜类,2.271,13.3059,6,1,6,0.5978260869565218,0.5978260869565218,0.8333333333333334,1.0
2022-09-22,辣椒类,8.0,24.6,8,3,6,0.6000000000000001,0.6000000000000001,0.625,0.75
2022-09-22,食用菌,9.458,69.768,16,4,16,0.7000000000000001,0.7000000000000001,0.9375,1.0
2022-09-23,水生根茎类,5.0,32.5,5,1,5,0.6018518518518519,0.6018518518518519,1.0,1.0
2022-09-23,花叶类,78.855,258.117,91,12,91,0.5942028985507245,0.5942028985507245,0.8571428571428571,1.0
2022-09-23,花菜类,12.413,70.7861,26,1,26,0.5978260869565218,0.5978260869565218,0.7307692307692307,1.0
2022-09-23,辣椒类,13.592,39.5448,16,7,16,0.6000000000000001,0.6000000000000001,0.4375,1.0
2022-09-23,食用菌,44.174,211.0444,55,6,55,0.6,0.6,0.6727272727272727,1.0
2022-09-24,水生根茎类,3.614,20.262999999999998,5,2,5,0.5921052631578948,0.5921052631578948,1.0,1.0
2022-09-24,花叶类,62.898,185.9776,74,12,74,0.5942028985507245,0.5942028985507245,0.9324324324324325,1.0
2022-09-24,花菜类,6.985,39.507400000000004,11,1,11,0.5978260869565218,0.5978260869565218,1.0,1.0
2022-09-24,辣椒类,12.446,39.2684,14,5,14,0.5932203389830508,0.5932203389830508,0.9285714285714286,1.0
2022-09-24,食用菌,10.029,86.71509999999999,27,5,27,0.6991525423728813,0.6991525423728813,0.5555555555555556,1.0
2022-09-25,水生根茎类,1.026,11.5729,4,2,4,0.6013513513513513,0.6013513513513513,1.0,1.0
2022-09-25,花叶类,71.755,194.5384,73,8,73,0.5862068965517241,0.5862068965517241,0.9315068493150684,1.0
2022-09-25,花菜类,5.798,26.670799999999996,12,1,12,0.5,0.5,0.6666666666666666,1.0
2022-09-25,辣椒类,14.145,52.444,19,8,19,0.5968992248062015,0.5968992248062015,0.3157894736842105,1.0
2022-09-25,食用菌,23.343,113.56540000000001,41,6,41,0.6,0.6,1.0,1.0
2022-09-26,水生根茎类,2.295,40.851,10,1,10,0.6013513513513513,0.6013513513513513,0.9,1.0
2022-09-26,花叶类,61.684,181.7412,63,9,63,0.5897435897435898,0.5897435897435898,0.873015873015873,1.0
2022-09-26,花菜类,3.013,16.5715,6,1,6,0.5978260869565218,0.5978260869565218,0.8333333333333334,1.0
2022-09-26,辣椒类,13.455,44.3815,15,8,14,0.6,0.6,0.5333333333333333,0.9333333333333333
2022-09-26,食用菌,24.318,222.62800000000001,61,8,24,0.6,0.6,0.5409836065573771,0.39344262295081966
2022-09-27,水生根茎类,0.423,7.5294,2,1,0,,,0.0,0.0
2022-09-27,花叶类,62.296,208.4728,65,6,64,0.5942028985507245,0.5942028985507245,0.6923076923076923,0.9846153846153847
2022-09-27,花菜类,8.275,45.5125,18,1,18,0.5978260869565218,0.5978260869565218,0.4444444444444444,1.0
2022-09-27,辣椒类,10.172,34.446799999999996,11,6,4,0.5953768453768453,0.5953768453768453,0.5454545454545454,0.36363636363636365
2022-09-27,食用菌,4.945,29.573,6,2,4,0.6025641025641026,0.6025641025641026,0.6666666666666666,0.6666666666666666
2022-09-28,水生根茎类,1.31,5.895,2,1,2,0.5921052631578948,0.5921052631578948,0.5,1.0
2022-09-28,花叶类,39.0,88.1,39,7,37,0.6,0.6,0.9230769230769231,0.9487179487179487
2022-09-28,花菜类,1.42,7.0927,4,1,4,0.548913043478261,0.548913043478261,0.75,1.0
2022-09-28,辣椒类,8.207,26.005300000000002,9,4,7,0.6923076923076924,0.6923076923076924,0.0,0.7777777777777778
2022-09-28,食用菌,9.902000000000001,54.159,20,6,20,0.6,0.6,0.95,1.0
2022-09-29,水生根茎类,3.4859999999999998,50.4399,15,2,15,0.6013513513513513,0.6013513513513513,0.8,1.0
2022-09-29,花叶类,58.0,128.6,58,8,58,0.5862068965517241,0.5862068965517241,0.9137931034482759,1.0
2022-09-29,花菜类,7.445,38.0792,17,1,17,0.5978260869565218,0.5978260869565218,0.7647058823529411,1.0
2022-09-29,辣椒类,18.0,47.0,18,6,17,0.6000000000000001,0.6000000000000001,0.6111111111111112,0.9444444444444444
2022-09-29,食用菌,16.719,58.7774,24,6,23,0.5897435897435898,0.5897435897435898,0.8333333333333334,0.9583333333333334
2022-09-30,水生根茎类,11.169,101.7082,12,2,12,0.9166666666666666,0.9166666666666666,0.6666666666666666,1.0
2022-09-30,花叶类,27.0,58.5,27,7,27,0.5918367346938775,0.5918367346938775,1.0,1.0
2022-09-30,花菜类,14.999,77.28529999999999,34,1,34,0.5,0.5,0.9411764705882353,1.0
2022-09-30,辣椒类,13.246,39.2884,14,6,14,0.6000000000000001,0.6000000000000001,0.6428571428571429,1.0
2022-09-30,食用菌,13.3,45.602399999999996,20,5,20,0.6,0.6,0.85,1.0
2022-10-01,水生根茎类,12.0,112.0,12,1,12,0.9166666666666666,0.9166666666666666,0.16666666666666666,1.0
2022-10-01,花叶类,50.005,120.0215,52,7,52,0.6,0.6,1.0,1.0
2022-10-01,花菜类,12.424,68.332,25,1,25,0.5978260869565218,0.5978260869565218,0.92,1.0
2022-10-01,辣椒类,9.0,22.1,9,3,9,0.6000000000000001,0.6000000000000001,0.4444444444444444,1.0
2022-10-01,食用菌,17.721,68.389,30,4,30,0.6,0.6,0.9,1.0
2022-10-02,水生根茎类,4.74,52.772000000000006,7,2,7,0.9166666666666666,0.9166666666666666,0.42857142857142855,1.0
2022-10-02,花叶类,17.388,40.495599999999996,22,6,22,0.5552308591466979,0.5552308591466979,0.5,1.0
2022-10-02,花菜类,10.523,63.5339,18,1,18,0.6956521739130436,0.6956521739130436,0.8333333333333334,1.0
2022-10-02,辣椒类,16.752,50.417300000000004,20,6,20,0.6000000000000001,0.6000000000000001,0.35,1.0
2022-10-02,食用菌,18.0,44.8,18,4,18,0.5897435897435898,0.5897435897435898,0.8888888888888888,1.0
2022-10-03,水生根茎类,17.0,151.3,17,1,17,0.9166666666666666,0.9166666666666666,0.35294117647058826,1.0
2022-10-03,花叶类,4.243,10.6449,6,4,6,0.5917145593869731,0.5917145593869731,0.5,1.0
2022-10-03,花菜类,16.881,94.20270000000001,31,1,31,0.5978260869565218,0.5978260869565218,0.7096774193548387,1.0
2022-10-03,辣椒类,8.324,30.299300000000002,13,4,12,0.5128205128205129,0.5128205128205129,0.5384615384615384,0.9230769230769231
2022-10-03,食用菌,10.0,18.0,10,2,10,0.5548717948717949,0.5548717948717949,0.8,1.0
2022-10-04,水生根茎类,17.03,149.8303,19,3,19,0.9166666666666666,0.9166666666666666,0.5789473684210527,1.0
2022-10-04,花叶类,3.0,12.3,3,2,3,0.847457627118644,0.847457627118644,0.3333333333333333,1.0
2022-10-04,花菜类,3.593,16.2821,7,1,7,0.5,0.5,0.8571428571428571,1.0
2022-10-04,辣椒类,7.0,14.0,7,1,7,0.5128205128205129,0.5128205128205129,0.14285714285714285,1.0
2022-10-04,食用菌,2.528,7.752000000000001,4,2,4,0.6,0.6,1.0,1.0
2022-10-05,水生根茎类,25.548000000000002,224.988,25,2,25,0.9166666666666666,0.9166666666666666,0.12,1.0
2022-10-05,花菜类,0.852,3.9191999999999996,1,1,0,,,1.0,0.0
2022-10-05,食用菌,3.222,8.5404,4,2,1,0.9191919191919191,0.9191919191919191,0.5,0.25
2022-10-06,水生根茎类,12.0,105.2,12,1,12,0.9166666666666666,0.9166666666666666,0.3333333333333333,1.0
2022-10-06,辣椒类,3.0,9.7,3,2,3,0.5932203389830508,0.5932203389830508,1.0,1.0
2022-10-07,水生根茎类,14.666,150.4548,17,2,17,0.9166666666666666,0.9166666666666666,0.4117647058823529,1.0
2022-10-07,花叶类,13.559000000000001,24.2913,9,3,9,0.7142857142857143,0.7142857142857143,0.8888888888888888,1.0
2022-10-07,花菜类,3.308,19.9139,7,1,7,0.6956521739130436,0.6956521739130436,1.0,1.0
2022-10-07,食用菌,6.802,41.0763,14,4,12,0.6,0.6,1.0,0.8571428571428571
2022-10-08,水生根茎类,7.032,62.946600000000004,12,3,12,0.5921052631578948,0.5921052631578948,0.6666666666666666,1.0
